Date,Adj Close
,XLV
2015-01-02,57.29240417480469
2015-01-05,57.00021743774414
2015-01-06,56.808223724365234
2015-01-07,58.143890380859375
2015-01-08,59.137306213378906
2015-01-09,58.61138153076172
2015-01-12,58.63644027709961
2015-01-13,58.377647399902344
2015-01-14,58.28580856323242
2015-01-15,57.65970993041992
2015-01-16,58.74496078491211
2015-01-20,58.74496078491211
2015-01-21,58.86184310913086
2015-01-22,59.56306457519531
2015-01-23,59.220787048339844
2015-01-26,59.52965545654297
2015-01-27,59.10392761230469
2015-01-28,58.252437591552734
2015-01-29,58.74496078491211
2015-01-30,57.82667541503906
2015-02-02,58.15224075317383
2015-02-03,58.544612884521484
2015-02-04,57.80998229980469
2015-02-05,58.78669738769531
2015-02-06,58.252437591552734
2015-02-09,57.5678825378418
2015-02-10,58.5362663269043
2015-02-11,58.59468078613281
2015-02-12,58.80339813232422
2015-02-13,59.03713607788086
2015-02-17,59.462886810302734
2015-02-18,59.52965545654297
2015-02-19,59.62983703613281
2015-02-20,60.25593948364258
2015-02-23,60.53144454956055
2015-02-24,60.45630645751953
2015-02-25,60.431270599365234
2015-02-26,60.59820556640625
2015-02-27,60.30603790283203
2015-03-02,60.848655700683594
2015-03-03,60.29768371582031
2015-03-04,60.58989334106445
2015-03-05,60.8068962097168
2015-03-06,59.613136291503906
2015-03-09,59.980464935302734
2015-03-10,59.312618255615234
2015-03-11,59.279232025146484
2015-03-12,60.06393814086914
2015-03-13,59.94708251953125
2015-03-16,61.27438735961914
2015-03-17,61.09910583496094
2015-03-18,61.89216995239258
2015-03-19,62.25113296508789
2015-03-20,62.70149612426758
2015-03-23,62.525699615478516
2015-03-24,61.98157501220703
2015-03-25,60.85143280029297
2015-03-26,60.70911407470703
2015-03-27,61.144447326660156
2015-03-30,61.763916015625
2015-03-31,60.6923828125
2015-04-01,60.081275939941406
2015-04-02,60.26544189453125
2015-04-06,60.35752868652344
2015-04-07,60.499839782714844
2015-04-08,61.010459899902344
2015-04-09,61.47091293334961
2015-04-10,61.99832534790039
2015-04-13,61.6634407043457
2015-04-14,61.763916015625
2015-04-15,61.92296600341797
2015-04-16,61.889461517333984
2015-04-17,61.35371017456055
2015-04-20,61.73044967651367
2015-04-21,62.14060974121094
2015-04-22,62.241065979003906
2015-04-23,62.47547149658203
2015-04-24,62.274566650390625
2015-04-27,61.144447326660156
2015-04-28,61.44581604003906
2015-04-29,60.884918212890625
2015-04-30,60.03105545043945
2015-05-01,60.843074798583984
2015-05-04,61.2281379699707
2015-05-05,60.45798110961914
2015-05-06,60.22358322143555
2015-05-07,60.50822067260742
2015-05-08,61.48765182495117
2015-05-11,61.52112579345703
2015-05-12,61.12771224975586
2015-05-13,61.19464111328125
2015-05-14,62.04017639160156
2015-05-15,62.16575241088867
2015-05-18,62.53407287597656
2015-05-19,62.827083587646484
2015-05-20,62.910789489746094
